AnimalId,DOB,Sex,BehaviorMom,Sire,Dam 
42E,12/12/1995,m,J69,H89,J69
42F,11/30/1995,m,O36,D71,O36
42G,2/7/1997,f,Z67,C78,Z67
42H,12/30/1996,m,777,K85,777
42I,1/2/1998,f,S16,S18,S16
42J,2/13/1998,m,Z75,G07,Z75
42K,12/15/1998,f,70B,43A,70B
42L,12/30/1999,f,J91,I37,J91
42N,2/18/2000,m,87F,O19,87F
42O,12/25/2000,f,V37,H87,V37
42P,1/17/2001,f,R59,S76,R59
42R,12/6/2001,f,V60,V79,V60
42S,11/13/2002,m,37D,33A,37D
42T,12/28/2002,m,K28,L83,K28
42V,10/30/2003,f,73C,40C,73C
42Z,10/18/2003,f,92D,53H,92D
430,2/25/1971,f,XN,,
431,2/13/1971,f,G4,,
432,2/23/1971,f,TV,,
433,4/30/1971,m,DZ,,
434,3/9/1971,m,J2,,
435,4/17/1971,m,DL,,
436,6/3/1971,m,065,,
437,3/17/1971,f,WT,,
438,4/11/1971,f,YL,,
439,3/15/1971,m,1A,,
43A,1/3/1993,m,869,G33,869
43B,1/17/1993,m,I68,,
43C,12/30/1993,m,I12,J26,I12
43D,1/1/1995,m,R69,I85,
43E,3/17/1996,m,J99,D71,J99
43F,1/11/1996,f,Z14,R70,Z14
43G,12/8/1996,m,V76,H90,V76
43H,3/29/1997,m,K89,J19,K89
43I,12/26/1997,f,J92,A98,J92
43J,1/12/1998,f,H74,O23,H74
43K,11/25/1998,f,V05,K01,V05
43L,1/17/2000,m,39B,Z06,39B
43N,11/11/1999,m,D82,96B,D82
43O,11/5/2000,f,80C,J21,80C
43P,1/16/2001,m,H74,K32,H74
43R,1/10/2002,m,95A,H90,95A
43S,10/31/2002,f,67F,86D,67F
43T,11/7/2002,m,X34,J21,X34
43V,12/18/2003,m,X20,40C,X20
43Z,11/19/2004,m,79I,54F,79I
440,3/13/1971,m,3R,,
441,4/8/1971,f,WD,,
442,3/8/1971,m,AA,,
443,3/6/1971,f,YI,,
445,3/20/1971,m,FH,,
446,2/8/1971,f,NU,,
447,2/11/1971,f,XQ,,
448,2/14/1971,m,TN,,
449,2/28/1971,m,DR,,
44A,2/3/1993,m,I56,E54,I56
44B,1/1/1993,f,L88,,L88
44C,1/15/1994,m,J28,,J28
44D,12/29/1994,m,L92,L07,L92
44E,1/22/1996,m,H02,K85,H02
44F,2/27/1996,m,Z97,839,Z97
44G,2/12/1997,m,O69,F46,O69
44H,4/9/1997,m,J74,N46,J74
44I,12/28/1997,m,X97,R70,X97
44J,11/28/1997,f,48B,51A,48B
44K,11/25/1998,m,R68,X94,R68
44L,1/3/2000,m,X87,D71,X87
44N,11/19/1999,f,L37,21B,L37
44O,1/17/2001,m,31D,37C,31D
44P,12/4/2000,m,07F,Z90,07F
44R,11/3/2001,m,77D,33A,
44S,12/10/2002,f,L49,39C,L49
44T,12/29/2002,m,95A,88C,95A
44V,2/13/2004,f,O55,S56,O55
44Z,1/1/2005,m,L66,51A,L66
450,3/8/1971,m,CS,,
451,2/17/1971,m,LI,,
452,3/5/1971,m,007,,
453,4/20/1971,f,P5,,
454,3/18/1971,f,TO,,
455,2/24/1971,m,WE,,
456,4/14/1971,f,AC,,
457,4/20/1971,m,G8,,
458,3/3/1971,f,Z4,,
459,2/10/1971,m,A6,,
45A,12/15/1992,m,I95,E94,I95
45B,3/7/1993,m,S37,E54,S37
45C,12/31/1993,f,I68,J21,I68
45D,1/17/1995,f,H45,I78,H45
45E,12/30/1995,f,S97,I78,S97
45F,2/18/1996,f,679,G37,679
45G,1/20/1997,m,V65,H90,V65
45H,2/1/1997,m,869,O49,869
45I,1/9/1998,f,04A,O23,04A
45J,12/18/1997,m,N37,T30,N37
45K,12/9/1998,f,S55,Z71,S55
45L,12/3/1999,m,Z07,V79,Z07
45N,11/3/1999,f,T85,O49,T85
45O,1/17/2001,m,L29,25B,L29
45P,12/27/2000,f,56A,E54,56A
45R,1/16/2002,f,S37,V83,S37
45S,12/14/2002,f,T98,39C,T98
45T,12/1/2002,f,15E,51A,15E
45V,10/29/2003,m,32A,18I,32A
45Z,11/12/2004,f,20C,51J,20C
46,1/1/1938,f,?,,
460,2/5/1971,f,ZQ,,
461,2/26/1971,m,H6,,
462,6/21/1971,m,P8,,
463,3/23/1971,f,3N,,
464,3/3/1971,m,F9,,
465,2/28/1971,f,N5,,
466,4/8/1971,m,S017,,
467,2/20/1971,f,ED,,
468,4/16/1971,m,B9,,
469,2/24/1971,m,2F,,
46A,1/3/1993,m,E04,K06,E04
46B,3/6/1993,f,J74,E54,J74
46C,1/15/1994,f,O44,,
46D,1/23/1995,m,O33,J19,O33
46E,4/10/1996,f,54B,K85,54B
46F,3/21/1996,f,J95,H87,J95
46G,1/27/1997,m,R65,F46,R65
46H,12/26/1996,f,N16,K27,N16
46I,12/26/1997,f,I68,H87,I68
46J,12/25/1997,m,O36,V45,O36
46K,12/14/1998,f,V24,T53,V24
46L,12/27/1999,f,Z97,77A,Z97
46N,11/12/1999,m,T83,85A,T83
46O,1/17/2001,f,V99,E54,V99
46P,12/6/2000,m,X17,F46,X17
46R,12/18/2001,m,V99,14D,V99
46S,11/16/2002,f,79I,51A,79I
46T,11/23/2002,m,T03,39C,T03
46V,11/15/2003,m,L84,30G,L84
46Z,12/28/2004,m,J41,20J,J41
470,5/7/1971,f,XC,,
471,3/19/1971,f,FC,,
472,3/2/1971,f,?,,
473,4/12/1971,f,V7,,
474,2/12/1971,f,DT,,
475,2/21/1971,f,H9,,
476,5/20/1971,f,K1,,
477,5/30/1972,m,278,,
478,4/15/1972,m,062,,
479,4/25/1972,f,V7,,
47A,1/1/1993,f,L97,D78,L97
47B,12/7/1992,m,N41,G21,N41
47C,1/18/1994,m,J89,G07,J89
47D,1/9/1995,f,J69,O77,J69
47E,2/12/1996,m,S73,K85,S73
47F,2/12/1996,f,X86,I13,X86
47G,3/23/1997,m,I70,H87,I70
47H,1/24/1997,f,S37,N46,S37
47I,11/14/1997,f,X44,I85,X44
47J,1/28/1998,f,Z82,X79,Z82
47K,11/22/1998,f,N40,K85,N40
47L,1/9/2000,f,K11,V79,K11
47N,11/23/1999,m,Z53,Z71,Z53
47O,3/20/2001,f,Z75,14D,Z75
47P,1/1/2001,m,?,51A,Z78
47R,11/3/2001,f,55F,56F,55F
47S,10/27/2002,m,78I,12E,78I
47T,11/2/2002,f,J41,61G,J41
47V,10/24/2003,m,55A,90B,55A
47Z,10/8/2004,f,31G,12E,31G
480,2/19/1972,f,TV,,
481,2/25/1972,m,AS,,
482,3/30/1972,f,XN,,
483,3/30/1972,f,3J,,
484,2/20/1972,m,9H,,
485,3/1/1972,f,?,,
486,2/11/1972,f,TN,,
487,3/7/1972,m,9K,,
488,3/8/1972,m,A6,,
489,2/10/1972,m,8K,,
48A,12/19/1992,m,D98,H89,D98
48B,2/12/1993,f,K11,,K11
48C,1/5/1994,f,929,,929
48D,2/7/1995,f,G68,H91,G68
48E,12/27/1995,f,V24,761,V24
48F,3/25/1996,m,07A,T16,07A
48G,1/16/1997,m,K11,L64,K11
48H,12/26/1996,m,Z82,L34,Z82
48I,1/12/1998,m,N12,J21,N12
48J,1/22/1998,f,34B,00A,34B
48K,2/4/1999,m,T95,B76,T95
48L,12/22/1999,m,59A,R70,59A
48N,12/1/1999,f,O96,V92,O96
48O,12/11/2000,f,39A,57D,39A
48P,5/7/2001,m,86C,E05,86C
48R,12/9/2001,f,50F,56F,50F
48S,12/8/2002,f,30J,39C,30J
48T,10/31/2002,f,64D,85B,64D
48V,12/2/2003,f,19J,29H,19J
48Z,10/26/2004,m,13B,20J,13B
490,3/3/1972,f,7H,,
491,2/18/1972,m,WF,,
492,3/22/1972,m,031,,
493,5/23/1972,m,XQ,,
494,3/6/1972,f,Z1,,
495,4/28/1972,m,WD,,
496,3/17/1972,f,FH,,
497,3/15/1972,f,TO,,
498,3/22/1972,f,WE,,
499,3/26/1972,m,3R,,
49A,1/11/1993,m,K83,A66,K83
49B,1/26/1993,m,O53,H84,O53
49C,1/24/1994,m,L80,,L80
49D,3/13/1995,m,D92,K85,D92
49E,2/5/1996,f,K81,I78,K81
49F,1/22/1996,m,R69,K42,
49G,12/22/1996,m,F25,S18,F25
49H,2/15/1997,m,G11,V45,G11
49I,4/13/1998,m,14C,L43,14C
49J,3/23/1998,f,V37,D11,V37
49K,12/27/1998,f,K28,X58,K28
49L,12/13/1999,m,73C,R70,73C
49N,11/15/1999,m,R27,49A,R27
49O,12/9/2000,m,07A,X81,07A
49P,12/8/2000,f,42B,O23,67G
49R,10/28/2001,f,53B,56F,53B
49S,3/5/2003,f,K04,65F,K04
49T,2/27/2003,f,55H,Z10,55H
49V,11/15/2003,f,65A,29H,65A
49Z,11/22/2004,m,15E,85E,15E
4A,3/7/1967,f,DC,,
4A0,10/21/2004,f,K84,80B,K84
4A1,1/11/2005,f,N40,O15,N40
4A2,11/27/2004,f,V44,69I,V44
4A3,11/4/2004,f,96A,L83,96A
4A4,11/27/2004,m,87F,50G,87F
4A5,11/26/2004,f,02A,25I,02A
4A6,10/15/2004,m,76D,O15,76D
4A7,11/15/2004,m,74N,43H,74N
4A8,10/6/2004,f,76L,29H,76L
4A9,12/31/2004,f,42A,96B,42A
4B,4/11/1967,f,UH,,
4B0,2/11/2006,m,35F,05I,35F
4B1,10/27/2005,f,39F,29H,39F
4B2,12/7/2005,f,95A,O15,95A
4B3,10/29/2005,f,50K,60H,50K
4B4,10/25/2005,m,K84,13I,K84
4B5,10/2/2005,f,76D,69I,76D
4B6,12/21/2005,f,03H,18I,03H
4B7,11/12/2005,m,22S,05I,22S
4B8,11/13/2005,f,02A,18I,02A
4B9,11/25/2005,m,O33,Z71,O33
4C,2/10/1967,f,037,,
4C0,11/28/2005,m,62R,T88,62R
4C1,10/25/2005,f,43J,07D,43J
4C2,10/7/2005,f,00J,15N,00J
4C3,12/23/2005,m,K04,07D,K04
4C4,10/22/2005,f,25N,84G,25N
4C5,12/14/2005,f,T03,51A,T03
4C6,1/26/2006,m,78I,44E,78I
4C7,11/17/2005,m,15E,54F,15E
4C8,11/27/2005,m,30J,54F,30J
4C9,11/20/2005,f,20C,44E,20C
4D,1/25/1967,f,LV,,
4D0,10/12/2006,f,81E,51A,81E
4D1,10/17/2006,m,32G,12E,32G
4D2,11/24/2006,f,13B,44E,13B
4D3,9/25/2006,m,31G,51J,31G
4D4,12/24/2006,f,V05,27N,V05
4D5,1/3/2007,f,06J,70D,06J
4D6,12/30/2006,m,01B,20J,01B
4D7,12/1/2006,f,66I,68N,66I
4D8,9/29/2006,f,76J,94O,76J
4D9,12/2/2006,m,55A,27E,55A
4E,2/4/1967,m,LH,,
4E0,2/8/2007,f,15O,50G,15O
4E1,10/28/2007,f,47L,25L,47L
4E2,10/16/2007,m,67G,17L,67G
4E3,10/27/2007,m,42O,36S,42O
4E4,9/20/2007,f,82A,81O,82A
4E5,10/25/2007,m,40L,36S,40L
4E6,10/4/2007,m,99I,91O,99I
4E7,9/30/2007,f,39B,25L,39B
4E8,11/22/2007,m,67F,89N,67F
4E9,10/27/2007,m,64D,43P,64D
4F0,9/25/2007,f,51T,02R,51T
4F1,10/16/2007,f,99N,09L,99N
4F2,10/28/2007,f,86C,64K,86C
4F3,10/23/2007,m,79C,36S,79C
4F4,10/13/2007,m,59F,80B,59F
4F5,11/24/2007,f,L19,83L,L19
4F6,10/17/2007,m,46F,25L,46F
4F7,10/3/2007,m,93O,56K,93O
4F8,9/21/2007,f,37P,44H,37P
4F9,10/28/2007,m,35N,64K,35N
4G,2/9/1967,m,BP,,
4G0,10/19/2008,f,38V,65F,38V
4G1,8/28/2008,m,63V,36S,63V
4G2,1/14/2009,m,74S,81O,74S
4G3,11/28/2008,f,01B,06O,01B
4G4,10/7/2008,m,78T,85B,78T
4G5,1/15/2009,m,56R,06O,56R
4G6,9/18/2008,m,42L,34P,42L
4G7,9/23/2008,m,76H,84G,76H
4G8,10/10/2008,m,73B,89N,73B
4G9,10/1/2008,m,77S,65F,77S
4H,4/3/1967,f,JM,,
4H0,10/12/2008,f,38E,49L,38E
4H1,9/15/2008,f,4A3,T82,4A3
4H2,9/24/2008,m,40V,43R,40V
4H3,9/3/2008,f,98V,03N,98V
4H4,10/9/2008,m,30F,13I,30F
4H5,10/16/2008,m,14Z,21P,14Z
4H6,10/9/2008,f,36D,26P,36D
4H7,8/31/2008,f,03S,22O,03S
4H8,11/15/2008,f,19A,08O,19A
4H9,10/15/2008,m,48J,19T,48J
4I,3/11/1967,f,AT63,,
4I0,9/19/2009,m,61K,44T,61K
4I1,9/30/2009,f,4B5,60E,4B5
4I2,10/21/2009,f,4A2,58R,4A2
4I3,9/17/2009,f,82Z,20J,82Z
4I4,9/29/2009,f,08Z,44T,08Z
4I5,9/15/2009,f,8A5,17K,8A5
4I6,10/21/2009,f,51T,54V,51T
4I7,10/8/2009,m,39F,83L,39F
4I8,10/25/2009,m,0B5,44T,0B5
4I9,10/12/2009,f,35O,22R,35O
4J,3/23/1967,m,EL,,
4J0,9/2/2009,m,48V,23T,48V
4J1,10/24/2009,f,21N,72T,21N
4J2,11/25/2009,m,31V,44T,31V
4J3,9/2/2009,f,20S,93R,20S
4J4,9/21/2009,f,90T,72O,90T
4J5,9/26/2009,f,00V,60L,00V
4J6,9/23/2009,f,3C0,88T,3C0
4J7,10/2/2009,f,54N,44H,54N
4J8,10/5/2009,f,0A2,11Z,0A2
4J9,10/22/2009,m,00J,91S,00J
4K,3/17/1967,f,CH,,
4K0,12/1/2010,f,0A2,11Z,0A2
4K1,10/6/2010,f,1A3,8A7,1A3
4K2,10/16/2010,m,28J,43P,28J
4K3,9/26/2010,m,9D8,12E,9D8
4K4,10/11/2010,f,07L,91P,07L
4K5,11/13/2010,m,59A,07D,59A
4K6,9/7/2010,m,1C0,23T,1C0
4K7,10/31/2010,m,3E7,8B3,3E7
4K8,9/13/2010,m,35N,25L,35N
4K9,9/26/2010,m,43J,25L,43J
4L,3/4/1967,m,DA,,
4L0,9/15/2010,f,26V,91P,26V
4L1,10/12/2010,m,81B,91O,81B
4L2,11/16/2010,m,69O,30G,69O
4L3,10/4/2010,f,94S,9A9,94S
4L4,11/1/2010,m,55R,22R,55R
4L5,11/14/2010,f,87F,44T,87F
4L6,9/24/2010,m,28A,91P,28A
4L7,10/15/2010,m,3A7,58R,3A7
4L8,9/12/2010,f,2E9,18Z,2E9
4L9,10/16/2010,m,4A5,11Z,4A5
4M0,8/22/2011,m,6D8,T82,6D8
4M1,9/20/2011,m,91A,10R,91A
4M2,8/2/2011,f,77D,44T,77D
4M3,8/20/2011,m,4E0,84E,4E0
4M4,10/24/2011,f,25P,97Z,25P
4M5,9/2/2011,f,4F5,26P,4F5
4M6,9/29/2011,f,0A2,5B2,0A2
4M7,8/5/2011,f,85V,1A6,85V
4M8,8/9/2011,m,51T,3A6,51T
4M9,9/21/2011,f,1C7,64S,1C7
4N,2/22/1967,m,L,,
4N0,9/20/2011,m,03Z,57D,03Z
4N1,9/11/2011,f,90P,02R,90P
4N2,9/4/2011,f,2E8,30V,2E8
4N3,9/5/2011,m,5B4,06O,5B4
4N4,8/10/2011,m,2C7,91O,2C7
4N5,9/14/2011,f,94S,02R,94S
4N6,9/12/2011,f,21K,02R,21K
4N7,9/9/2011,m,77S,02R,77S
4N8,8/13/2011,m,2C0,30V,2C0
4N9,9/2/2011,m,86Z,36V,86Z
4O0,12/7/2012,f,31V,11Z,31V
4O1,8/18/2012,m,62R,43V,62R
4O2,9/9/2012,m,52Z,1A0,52Z
4O3,10/1/2012,m,5E8,4C3,5E8
4O4,11/4/2012,f,1G1,4C3,1G1
4O5,10/9/2012,m,4C5,1C6,4C5
4O6,9/5/2012,m,13H,98K,13H
4O7,9/24/2012,m,47Z,1A0,47Z
4O8,10/9/2012,m,3D9,4C3,3D9
4O9,10/1/2012,f,98J,97V,98J
4P,3/31/1967,m,S002,,
4P0,9/18/2012,m,34Z,1C2,34Z
4P1,9/23/2012,m,43J,35V,43J
4P2,8/13/2012,f,3E2,29V,3E2
4P3,6/17/2012,f,1B4,43V,1B4
4P4,11/6/2012,f,2D1,07D,2D1
4P5,8/29/2012,f,9C7,72T,9C7
4P6,10/8/2012,f,44V,6A9,44V
4P7,9/14/2012,f,37V,0C7,37V
4P8,10/3/2012,m,74K,88V,74K
4P9,10/4/2012,f,4A9,36S,4A9
4Q,3/3/1967,f,HR,,
4Q0,8/20/2013,f,6B4,36V,6B4
4Q1,9/18/2013,f,0B6,6A9,0B6
4Q2,10/17/2013,m,89K,44T,89K
4Q3,9/22/2013,f,96A,02R,96A
4Q4,9/7/2013,f,9I8,46N,9I8
4Q5,9/19/2013,f,62S,94H,62S
4Q6,8/5/2013,f,7E3,19T,7E3
4Q7,9/19/2013,f,76L,0E8,76L
4Q8,11/11/2013,m,X83,94Z,X83
4Q9,9/16/2013,m,3J3,1D5,3J3
4R,3/13/1967,f,AH,,
4R0,9/22/2013,f,98V,3A6,98V
4R1,9/10/2013,f,97R,11Z,97R
4R2,8/9/2013,m,3H6,8D8,3H6
4R3,8/16/2013,m,74T,0C7,74T
4R4,9/2/2013,f,1C7,46Z,1C7
4R5,9/15/2013,f,8A5,5B2,8A5
4R6,8/27/2013,f,7A8,44T,7A8
4R7,9/14/2013,m,3G3,73Z,3G3
4R8,7/30/2013,m,3D1,8B3,3D1
4R9,7/11/2013,f,8F0,8D6,8F0
4S,3/25/1967,f,IR,,
4S0,11/11/2013,f,65Z,94O,65Z
4S1,10/8/2013,f,20F,43P,20F
4S2,10/9/2013,f,14E,4C3,14E
4S3,10/5/2013,f,5B6,43N,5B6
4S4,9/1/2013,m,5A0,48L,5A0
4S5,12/14/2013,m,7C4,61R,7C4
4S6,8/19/2013,m,0G5,43P,0G5
4S7,7/27/2013,f,1G6,61R,1G6
4S8,10/22/2014,m,9I8,76Z,9I8
4S9,8/19/2014,f,48V,2F8,48V
4T,4/8/1967,m,XK,,
4T0,9/19/2014,m,7F2,1E5,7F2
4T1,9/17/2014,f,31V,10R,31V
4T2,7/2/2014,m,62R,44T,62R
4T3,9/5/2014,m,33V,84E,33V
4T4,8/30/2014,f,1C7,5D1,1C7
4T5,8/24/2014,m,4H1,93R,4H1
4T6,8/25/2014,m,3F8,8D6,3F8
4T7,8/22/2014,f,2C8,6C9,2C8
4T8,8/24/2014,m,2J5,1D5,2J5
4T9,9/26/2014,f,14Z,6C9,14Z
4U,3/28/1967,f,YJ,,
4U0,9/8/2014,m,9C1,8A7,9C1
4U1,8/24/2014,f,85T,6E6,85T
4U2,7/13/2014,m,1E7,97Z,1E7
4U3,9/30/2014,f,15E,73V,15E
4U4,9/26/2014,m,4C5,8A7,4C5
4U5,9/6/2014,m,1G1,29V,1G1
4U6,10/3/2014,m,78I,73V,78I
4U7,10/4/2014,f,1G6,4C3,1G6
4U8,9/6/2014,f,0F0,8A7,0F0
4U9,8/23/2014,m,40Z,61R,40Z
4V,3/12/1966,m,AH,,
4V0,8/5/2015,m,4L5,3I3,4L5
4V1,8/2/2015,f,9L0,3I5,9L0
4V2,7/7/2015,f,4I3,2C6,4I3
4V3,8/4/2015,m,3H4,10R,3H4
4V4,8/23/2015,f,4H3,27N,4H3
4V5,10/8/2015,f,3J4,76Z,3J4
4V6,8/4/2015,m,5A0,3E1,5A0
4V7,8/10/2015,m,88N,5H1,88N
4V8,8/28/2015,f,2D4,2I1,2D4
4V9,7/14/2015,f,6J4,8H2,6J4
4W0,8/17/2015,f,25P,9I2,25P
4W1,7/8/2015,f,8K7,2D5,8K7
4W2,8/31/2015,f,7L0,5I1,7L0
4W3,8/3/2015,m,2E8,2D5,2E8
4W4,9/23/2015,f,76J,16R,76J
4W5,8/26/2015,f,1C5,8D6,1C5
4W6,8/31/2015,m,0B6,73Z,0B6
4W7,8/6/2015,f,9L9,6H9,9L9
4W8,7/8/2015,f,0B9,41N,0B9
4W9,8/19/2015,m,48V,43N,48V
4X,4/16/1967,f,074,,
4X0,7/29/2015,f,2C4,2D0,2C4
4X1,9/28/2015,f,86Z,73Z,86Z
4X2,11/1/2015,m,36Z,5E1,36Z
4X3,7/11/2015,f,6D9,2D0,6D9
4X4,8/16/2015,m,7N7,6B2,7N7
4X5,7/24/2015,f,1L1,1G9,1L1
4X6,8/28/2016,m,7B7,9H2,7B7
4X7,7/8/2016,m,3C3,1J8,3C3
4X8,10/22/2017,M,50I,7D7,50I
4X9,6/16/2017,m,4C1,8N5,4C1
4Y,1/27/1967,f,AW,,
4Y0,8/25/2016,m,43F,07D,43F
4Y1,7/15/2017,m,2J2,2J4,2J2
4Y2,9/13/2016,f,2L8,9D1,2L8
4Y3,7/28/2017,f,0C6,56K,0C6
4Y4,6/9/2017,m,9K0,6I9,9K0
4Y5,7/24/2016,f,37P,5G2,37P
4Y6,7/3/2017,f,3M7,5I0,3M7
4Y7,7/14/2017,m,8A5,5E1,8A5
4Y8,6/30/2017,m,2Q7,3K6,2Q7
4Y9,10/27/2017,m,7F2,3I3,89K
4Z,2/13/1967,m,KR,,
4Z0,7/12/2017,m,7C8,3I5,7C8
4Z1,7/21/2017,f,3F8,0J8,3F8
4Z2,8/31/2016,m,3J3,88T,3J3
4Z3,7/8/2017,m,1E6,8D6,1E6
4Z4,8/25/2016,m,3M5,6E6,3M5
4Z5,8/16/2016,m,7A8,9F9,7A8
4Z6,7/7/2017,m,1L7,3M9,1L7
4Z7,7/8/2016,m,3M7,8C3,3M7
4Z8,7/25/2016,m,4F5,5L2,4F5
4Z9,8/10/2016,f,9O4,0J9,9O4
500,3/15/1972,f,AA,,
501,5/22/1972,f,CS,,
502,3/10/1972,m,FC,,
503,2/18/1972,f,K,,
504,1/26/1972,m,W,,
505,4/8/1972,m,G8,,
506,4/28/1972,m,AC,,
507,4/21/1972,f,9V,,
508,1/31/1972,f,M7,,
509,6/6/1972,f,K1,,
50A,11/30/1992,m,K84,D71,K84
50B,3/1/1993,m,B56,A66,B56
50C,1/2/1994,m,C38,E54,C38
50D,1/5/1995,f,K80,S79,K80
50E,2/7/1996,m,O54,A98,O54
50F,12/21/1995,f,K80,S76,K80
50G,2/7/1997,m,O43,O08,O43
50H,11/30/1996,m,D98,D38,D98
50I,12/11/1997,f,64A,S56,64A
50J,2/26/1998,f,V91,L22,V91
50K,11/18/1998,f,35B,Z71,35B
50L,12/11/1999,m,40A,V83,40A
50N,12/26/1999,m,34D,X27,34D
50O,1/17/2001,f,82C,T82,82C
50P,3/20/2001,m,56E,I37,56E
50R,12/15/2001,m,T86,14D,T86
50S,10/29/2002,f,Z08,10D,Z08
50T,12/27/2002,m,07L,80B,07L
50V,12/8/2003,m,15C,G07,15C
50Z,11/16/2004,m,81E,84G,81E
510,3/8/1972,f,FB,,
511,4/8/1972,f,WT,,
512,3/3/1972,m,076,,
513,3/25/1972,m,EK,,
514,3/9/1972,f,8J,,
515,3/3/1972,m,YI,,
516,4/6/1972,m,YL,,
517,2/2/1972,f,JI,,
518,4/29/1972,f,J2,,
519,3/13/1972,m,XJ,,
51A,12/15/1992,m,K04,A66,K04
51B,1/4/1993,f,G11,I85,G11
51C,12/7/1993,m,931,C98,931
51D,1/30/1995,f,K79,N60,K79
51E,1/6/1996,f,N06,X48,
51F,12/22/1995,m,O27,K85,O27
51G,1/14/1997,f,D69,I47,D69
51H,2/22/1997,m,K83,I78,K83
51I,11/15/1997,m,V82,T82,V82
51J,12/24/1998,m,64A,T29,64A
51K,12/13/1998,f,O38,F26,O38
51L,1/28/2000,f,80A,X94,80A
51N,1/12/2000,f,83C,X98,83C
51O,11/29/2000,m,93A,49A,93A
51P,11/28/2000,f,X97,R70,X97
51R,12/28/2001,f,T83,V79,T83
51S,11/24/2002,f,J95,53H,J95
51T,12/15/2002,f,76K,23E,76K
51V,10/29/2003,f,37D,45A,37D
51Z,11/1/2004,f,97J,61B,97J
520,3/20/1972,m,1A,,
521,3/31/1972,m,ZM,,
522,4/21/1972,f,OT,,
523,5/8/1972,f,7L,,
524,3/6/1972,m,OS,,
525,3/26/1972,m,LA,,
526,2/23/1973,f,3R,,
527,2/16/1973,m,XC,,
528,2/18/1973,f,234,,
529,4/11/1973,m,CS,,
52A,11/24/1992,f,J01,D71,J01
52B,3/21/1993,m,J71,E54,J71
52C,12/26/1993,m,N06,L57,
52D,2/15/1995,m,I21,D71,I21
52E,2/20/1996,f,L84,,L84
52F,1/27/1996,m,R27,,
52G,2/1/1997,f,O87,X94,O87
52H,2/27/1997,f,O35,L83,O35
52I,11/18/1997,f,I12,658,I12
52J,11/25/1998,f,Z78,V79,Z78
52K,12/13/1998,f,S96,Z71,
52L,11/13/1999,f,Z75,85A,Z75
52N,12/16/1999,m,76D,S60,76D
52O,2/22/2001,m,O27,G62,O27
52P,12/17/2000,f,61A,D78,61A
52R,11/3/2001,f,19A,70C,19A
52S,12/23/2002,f,N12,Z10,N12
52T,10/30/2002,f,74H,Z71,74H
52V,10/21/2003,m,53E,25B,53E
52Z,10/24/2004,f,78I,01K,78I
530,4/1/1973,f,AA,,
531,2/19/1973,m,WE,,
532,2/3/1973,m,233,,
533,2/5/1973,f,8R,,
534,1/26/1973,m,7Q,,
535,1/10/1973,m,P8,,
536,2/12/1973,m,EK,,
537,2/27/1973,m,OT,,
538,2/18/1973,m,WX,,
539,2/17/1973,m,W,,
53A,2/5/1993,m,N12,A66,N12
53B,1/15/1993,f,I21,E54,I21
53C,4/22/1994,m,I70,,I70
53D,1/21/1995,f,S97,I78,S97
53E,2/12/1996,f,L80,S94,L80
53F,2/7/1996,m,I21,E05,I21
53G,1/16/1997,m,V80,O19,V80
53H,4/14/1997,m,K81,761,K81
53I,3/19/1998,m,T27,X94,T27
53J,1/6/1999,m,I12,H87,I12
53K,12/24/1998,f,O96,T53,O96
53L,11/28/1999,m,R59,F46,R59
53N,11/26/1999,m,O52,V79,O52
53O,12/18/2000,f,Z67,90B,Z67
53P,11/14/2000,f,V76,A87,V76
53R,11/20/2001,m,O55,70C,O55
53S,12/12/2002,m,82A,65F,82A
53T,12/2/2002,f,47K,23E,47K
53V,1/26/2004,m,V72,40C,V72
53Z,11/1/2004,f,30J,51A,30J
540,4/10/1973,f,YL,,
541,4/12/1973,m,AC,,
542,4/19/1973,m,359,,
543,4/6/1973,f,ZM,,
544,3/10/1973,m,FC,,
545,4/8/1973,m,1A,,
546,4/10/1973,f,G8,,
547,2/28/1973,m,350,,
548,2/6/1973,m,M7,,
549,3/5/1973,m,310,,
54A,2/12/1993,m,H45,I37,H45
54B,12/16/1992,f,S96,E05,
54C,12/31/1993,m,O55,L70,O55
54D,12/26/1994,f,R59,,R59
54E,1/29/1996,m,J29,D11,J29
54F,2/19/1996,m,T86,O34,T86
54G,3/5/1997,m,I50,L22,I50
54H,12/15/1996,m,V78,L70,V78
54I,1/4/1998,f,00B,51A,00B
54J,12/4/1998,m,42B,S76,42B
54K,12/27/1998,f,S54,Z71,S54
54L,12/1/1999,f,13D,X61,13D
54N,2/22/2000,f,C12,L83,C12
54O,11/15/2000,f,41C,V29,41C
54P,11/26/2000,f,V58,V79,V58
54R,12/16/2001,f,45F,K14,45F
54S,1/14/2003,f,K00,85B,K00
54T,12/7/2002,f,Z51,70D,Z51
54V,1/2/2004,m,77G,O15,77G
54Z,11/10/2004,m,79C,07D,79C
550,2/24/1973,m,N2,,
551,3/14/1973,f,7H,,
552,4/21/1973,m,327,,
553,4/12/1973,f,XJ,,
554,4/17/1973,f,375,,
555,2/22/1973,f,9H,,
556,3/5/1973,m,Z1,,
557,3/14/1973,m,A6,,
558,2/8/1973,f,NU,,
559,2/28/1973,f,263,,
55A,1/2/1993,f,G43,E54,G43
55B,2/4/1993,m,B04,J26,B04
55C,1/29/1994,f,S59,N07,S59
